PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,TIPO_AGENTE,EDITORIAL,CANTIDAD
Colombia,2015,300 - Ciencias sociales,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD EAFIT,2
Colombia,2015,300 - Ciencias sociales,ITALIANO,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,3
Colombia,2015,300 - Ciencias sociales,ITALIANO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LA SABANA,1
Colombia,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,3
Colombia,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL,1
Colombia,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD CATOLICA DE ORIENTE,2
Colombia,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2015,300 - Ciencias sociales,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL ROSARIO,2
Colombia,2015,300 - Ciencias sociales,POLACO,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,300 - Ciencias sociales,PORTUGUÉS,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2015,400 - Lenguas,ESPAÑOL,EDITORIAL COMERCIAL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2015,400 - Lenguas,INGLÉS,EDITORIAL COMERCIAL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2015,400 - Lenguas,INGLÉS,EDITORIAL COMERCIAL,FUNDACION EDITORIAL ARCHIVOS  DEL INDICE,2
Colombia,2015,400 - Lenguas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ALTA TECNOLOGIA EN EL APRENDIZAJE S.A.S,1
Colombia,2015,500 - Ciencias naturales y matemáticas,ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,10
Colombia,2015,500 - Ciencias naturales y matemáticas,FRANCÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2015,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,EDICIONES B,1
Colombia,2015,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,EDITORIAL GUADUALES LIMITADA,2
Colombia,2015,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,5
Colombia,2015,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,20
Colombia,2015,500 - Ciencias naturales y matemáticas,INGLÉS,EDITORIAL COMERCIAL,PEARSON,2
Colombia,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,CORPORACION UNIVERSITARIA MINUTO DE DIOS,1
Colombia,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,PONTIFICIA UNIVERSIDAD JAVERIANA,1
Colombia,2015,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE IBAGUE,2
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,11
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL COMERCIAL,GRUPO DISTRIBUNA SAS,3
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE COLOMBIA,7
Colombia,2015,600 - Tecnología (Ciencias aplicadas),FRANCÉS,EDITORIAL COMERCIAL,EDICIONES MEDICAS AMOLCA COLOMBIA S.A.S,3
Colombia,2015,600 - Tecnología (Ciencias aplicadas),FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),FRANCÉS,EDITORIAL UNIVERSITARIA,PONTIFICIA UNIVERSIDAD JAVERIANA,2
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,EDICIONES MEDICAS AMOLCA COLOMBIA S.A.S,24
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,EDUCACTIVA,14
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,GARANI.S.A.S,25
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,15
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,10
Colombia,2015,600 - Tecnología (Ciencias aplicadas),INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL DE COLOMBIA,2
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ITALIANO,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,DA VINCI PUBLICIDAD Y MEDIOS S.A.S,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL IMPRESION MEDICA S.A.S.,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,ELIBROS EDITORIAL SAS,2
Colombia,2015,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GARANI.S.A.S,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,EDITORIAL COMERCIAL,EDICIONES MEDICAS AMOLCA COLOMBIA S.A.S,3
Colombia,2015,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,EDITORIAL COMERCIAL,GARANI.S.A.S,5
Colombia,2015,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,EDITORIAL COMERCIAL,LEMOINE EDITORES SAS,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2015,600 - Tecnología (Ciencias aplicadas),RUSO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL VALLE,5
Colombia,2015,600 - Tecnología (Ciencias aplicadas),ÁRABE,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL COMERCIAL,EDITORIAL KINESIS LTDA,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,36
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL COMERCIAL,SIGLO DEL HOMBRE EDITORES LTDA,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL CAUCA,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD EL BOSQUE,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,EDITORIAL COMERCIAL,GRAFAM S.A.S,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LA SALLE,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,CANGREJO EDITORES LTDA.,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES GAMMA S.A.,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDICIONES JAIME VARGAS,2
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO AUREO EDITORES S.A.S.,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,3
Colombia,2015,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PILOTO DE COLOMBIA,5
Colombia,2015,800 - Literatura y retórica,AFRIKÁANS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2015,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,EDICIONES B,1
Colombia,2015,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,GRUPO PLANETA,2
Colombia,2015,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,76
Colombia,2015,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,4
Colombia,2015,800 - Literatura y retórica,ALEMÁN,EDITORIAL COMERCIAL,RICHMOND PUBLISHING,5
Colombia,2015,800 - Literatura y retórica,CATALÁN,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,800 - Literatura y retórica,CATALÁN,EDITORIAL COMERCIAL,RICHMOND PUBLISHING,1
Colombia,2015,800 - Literatura y retórica,CHINO,EDITORIAL COMERCIAL,EDICIONES MONSERRATE SAS,1
Colombia,2015,800 - Literatura y retórica,DANÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2015,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,EDITORIAL HUELLAS SAS,1
Colombia,2015,800 - Literatura y retórica,ESPAÑOL,EDITORIAL COMERCIAL,LA SILUETA EDICIONES LTDA.,1
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,EDITORIAL ATENEA LTDA.,4
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,EDITORIAL ESCAR S.A.S,2
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,6
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,38
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,12
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2015,800 - Literatura y retórica,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2015,800 - Literatura y retórica,GRIEGO,EDITORIAL COMERCIAL,EDICIONES BABEL S.A.S.,1
Colombia,2015,800 - Literatura y retórica,GRIEGO,EDITORIAL COMERCIAL,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",1
Colombia,2015,800 - Literatura y retórica,GRIEGO,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2015,800 - Literatura y retórica,HINDÍ,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,60
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,MANUVO COLOMBIA SAS,10
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,119
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,137
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL COMERCIAL,RICHMOND PUBLISHING,16
Colombia,2015,800 - Literatura y retórica,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2015,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,GRUPO PLANETA,5
Colombia,2015,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,GRUPO SM,2
Colombia,2015,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,7
Colombia,2015,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,5
Colombia,2015,800 - Literatura y retórica,ITALIANO,EDITORIAL COMERCIAL,RICHMOND PUBLISHING,3
Colombia,2015,800 - Literatura y retórica,JAPONÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,6
Colombia,2015,800 - Literatura y retórica,JAPONÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,1
Colombia,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,3J EDITORES S.A,9
Colombia,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,COMERCIALIZADORA CONO SUR LTDA,1
Colombia,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO PLANETA,2
Colombia,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,LUABOOKS S A S,11
Colombia,2015,800 - Literatura y retórica,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SIC EDITORIAL LTDA.,7
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,BABEL LIBROS S.A.S.,3
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,6
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,6
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,RICHMOND PUBLISHING,3
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL COMERCIAL,TRAGALUZ EDITORES S.A.S.,4
Colombia,2015,800 - Literatura y retórica,PORTUGUÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,3
Colombia,2015,800 - Literatura y retórica,RUSO,EDITORIAL COMERCIAL,EL SALMON EDITORES,1
Colombia,2015,800 - Literatura y retórica,RUSO,EDITORIAL COMERCIAL,POKLONKA EDITORES (PLE) SAS,4
Colombia,2015,800 - Literatura y retórica,SUECO,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Colombia,2015,800 - Literatura y retórica,TURCO,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,1
Colombia,2015,900 - Geografía e historia,ALEMÁN,EDITORIAL COMERCIAL,GRUPO PLANETA,4
Colombia,2015,900 - Geografía e historia,ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,7
Colombia,2015,900 - Geografía e historia,COREANO,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,900 - Geografía e historia,ESPAÑOL,EDITORIAL COMERCIAL,EDICIONES JAIME VARGAS,1
Colombia,2015,900 - Geografía e historia,ESPAÑOL,EDITORIAL COMERCIAL,LETRARTE EDITORES S.A.S.,1
Colombia,2015,900 - Geografía e historia,FRANCÉS,EDITORIAL COMERCIAL,EDICIONES MONSERRATE SAS,1
Colombia,2015,900 - Geografía e historia,FRANCÉS,EDITORIAL COMERCIAL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2015,900 - Geografía e historia,FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2015,900 - Geografía e historia,FRANCÉS,EDITORIAL COMERCIAL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2015,900 - Geografía e historia,FRANCÉS,EDITORIAL COMERCIAL,LUNA LIBROS SAS,1
Colombia,2015,900 - Geografía e historia,INGLÉS,EDITORIAL COMERCIAL,EDITORIAL SOLAR SAS,1
Colombia,2015,900 - Geografía e historia,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,8
Colombia,2015,900 - Geografía e historia,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2015,900 - Geografía e historia,INGLÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,7
Colombia,2015,900 - Geografía e historia,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,4
Colombia,2015,900 - Geografía e historia,ITALIANO,EDITORIAL COMERCIAL,GRUPO PLANETA,2
Colombia,2015,900 - Geografía e historia,ITALIANO,EDITORIAL COMERCIAL,REY NARANJO EDITORES S.A.S,1
Colombia,2015,900 - Geografía e historia,ITALIANO,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,2
Colombia,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,FUNDACION EDITORIAL COLGRAF,1
Colombia,2015,900 - Geografía e historia,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2015,900 - Geografía e historia,RUSO,EDITORIAL COMERCIAL,LAGUNA LIBROS SAS.,3
Colombia,2016,0 - Generalidades,ALEMÁN,EDITORIAL COMERCIAL,EDICIONES B,2
Colombia,2016,0 - Generalidades,ALEMÁN,EDITORIAL COMERCIAL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2016,0 - Generalidades,ALEMÁN,EDITORIAL COMERCIAL,GRUPO PLANETA,2
Colombia,2016,0 - Generalidades,ALEMÁN,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA LATINOAMERICANA,1
Colombia,2016,0 - Generalidades,CHINO,EDITORIAL COMERCIAL,EDICIONES B,1
Colombia,2016,0 - Generalidades,ESLOVACO,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,1
Colombia,2016,0 - Generalidades,ESPAÑOL,EDITORIAL COMERCIAL,EDICIONES Y DISTRIBUCIONES DIPON LTDA.,2
Colombia,2016,0 - Generalidades,FRANCÉS,EDITORIAL COMERCIAL,EDICIONES B,6
Colombia,2016,0 - Generalidades,FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2016,0 - Generalidades,INGLÉS,EDITORIAL COMERCIAL,EDICIONES B,27
Colombia,2016,0 - Generalidades,INGLÉS,EDITORIAL COMERCIAL,EDITORIAL TALLER DEL EXITO S.A.S.,35
Colombia,2016,0 - Generalidades,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,3
Colombia,2016,0 - Generalidades,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,2
Colombia,2016,0 - Generalidades,INGLÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,10
Colombia,2016,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,GRUPO AUREO EDITORES S.A.S.,1
Colombia,2016,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,INVERLINK S.A.,1
Colombia,2016,0 - Generalidades,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,1
Colombia,2016,0 - Generalidades,NEERLANDÉS,EDITORIAL COMERCIAL,EDICIONES B,1
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL COMERCIAL,"GARAVITO PINZON, JOSE GERMAN / MULTIPAPELES EDITORES",1
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,6
Colombia,2016,100 - Filosofía y psicología,ALEMÁN,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL ATLANTICO - UNIATLANTICO,4
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL COMERCIAL,COMERCIALIZADORA CONO SUR LTDA,2
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL COMERCIAL,EDITORIAL SION S.A.S.,1
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL COMERCIAL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,12
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD EL BOSQUE,1
Colombia,2016,100 - Filosofía y psicología,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD TECNOLOGICA DE PEREIRA,1
Colombia,2016,100 - Filosofía y psicología,GRIEGO,EDITORIAL COMERCIAL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,1
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL COMERCIAL,EDICIONES B,9
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL COMERCIAL,EDITORIAL TALLER DEL EXITO S.A.S.,7
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,13
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL COMERCIAL,PANAMERICANA LIBRERIA Y PAPELERIA,6
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,12
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,3
Colombia,2016,100 - Filosofía y psicología,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE LOS ANDES,2
Colombia,2016,100 - Filosofía y psicología,ITALIANO,EDITORIAL COMERCIAL,OXIGENO EDITORES LTDA,1
Colombia,2016,100 - Filosofía y psicología,ITALIANO,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,ITALIANO,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,2
Colombia,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,EDITORIAL SOLAR SAS,1
Colombia,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,1
Colombia,2016,100 - Filosofía y psicología,LENGUA NO DETERMINADA,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DEL ATLANTICO - UNIATLANTICO,1
Colombia,2016,100 - Filosofía y psicología,NEERLANDÉS,EDITORIAL COMERCIAL,ICONO EDITORIAL S.A.S.,2
Colombia,2016,100 - Filosofía y psicología,NEERLANDÉS,EDITORIAL COMERCIAL,INTERMEDIO EDITORES S.A.S,1
Colombia,2016,100 - Filosofía y psicología,PORTUGUÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2016,100 - Filosofía y psicología,PORTUGUÉS,EDITORIAL COMERCIAL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,PORTUGUÉS,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,1
Colombia,2016,100 - Filosofía y psicología,PORTUGUÉS,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,1
Colombia,2016,100 - Filosofía y psicología,SUECO,EDITORIAL COMERCIAL,"SOSA GONZALEZ, MARCO ANTONIO / LA VALIJA DE FUEGO",1
Colombia,2016,200 - Religión,ESPAÑOL,EDITORIAL COMERCIAL,G12 EDITORES SAS,15
Colombia,2016,200 - Religión,ESPAÑOL,EDITORIAL COMERCIAL,"PORTILLA YEPES, EDNA VIVIANA / CASA EDITORIAL FUNDAMENTOS DE VIDA",8
Colombia,2016,200 - Religión,FRANCÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,1
Colombia,2016,200 - Religión,FRANCÉS,EDITORIAL UNIVERSITARIA,UNIVERSIDAD PONTIFICIA BOLIVARIANA,1
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL COMERCIAL,ASOCIACION EDITORIAL BUENA SEMILLA,6
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL COMERCIAL,CENTRO DE LITERATURA CRISTIANA,8
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL COMERCIAL,EDICIONES BEREA S.A.S.,2
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL COMERCIAL,G12 EDITORES SAS,4
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL COMERCIAL,GRUPO PLANETA,6
Colombia,2016,200 - Religión,INGLÉS,EDITORIAL UNIVERSITARIA,UNIVERSITARIA AGUSTINIANA,2
Colombia,2016,200 - Religión,ITALIANO,EDITORIAL COMERCIAL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,3
Colombia,2016,200 - Religión,ITALIANO,EDITORIAL COMERCIAL,OXIGENO EDITORES LTDA,2
Colombia,2016,200 - Religión,ITALIANO,EDITORIAL COMERCIAL,SOCIEDAD DE SAN PABLO,9
